T,Lx,Ly,Lz,VLx,VLy,VLz,qx,qy,qz,dqx,dqy,dqz
16.372825622558594,0.052997191480035136,-0.0274749515888574,0.3629410948879759,0.21020753759455335,0.038106164955791944,0.008041060943766325,-0.05549697106897357,-0.02604283301558378,-0.9981191597453142,0.13943021303964193,0.021474068394947733,-0.009287483285901585
16.37843632698059,0.053989170639067365,-0.027277981835920246,0.3629731332945872,0.2090113331803206,0.038263963032074584,0.008050519161270784,-0.05477909399844369,-0.025905647146934222,-0.9981623857402202,0.13976633243227177,0.022153475594215398,-0.009224752290167724
16.384099006652832,0.05497821972052265,-0.027081743488193692,0.36300681012335956,0.2078196637904829,0.038415118685874466,0.008021845823983074,-0.05405734607883914,-0.025770270034363555,-0.9982052376727286,0.14011986309872407,0.02281384658288648,-0.009161632613985563
16.38987421989441,0.05596494348305974,-0.026885911094836415,0.3630418267516235,0.20664411517436607,0.03855498368579988,0.007970030722504616,-0.05333236273912022,-0.02563750018307215,-0.9982476534753417,0.140496043577073,0.02343627108172038,-0.009097908965715985
16.39554738998413,0.05694675466652328,-0.026691252679451254,0.363078137503113,0.20549368969102247,0.03867969393551176,0.007907053726669555,-0.05260721398004348,-0.02550706362491356,-0.9982894724189435,0.1408936694230905,0.024004136072857826,-0.00903307121721686
16.401241064071655,0.05792078037605128,-0.026498278548529288,0.3631159691568913,0.20436678894365579,0.03878458335483928,0.007842574906834737,-0.051882953805486486,-0.025379154228823666,-0.9983306354284873,0.1413026213841125,0.02450485476066052,-0.008966244914903814
16.406944513320923,0.0588877362748813,-0.026305049870115844,0.36315556458036846,0.20325316716403785,0.038866521277554966,0.007785084753488021,-0.0511563943056579,-0.02525129466030202,-0.998371371504423,0.14171233871512745,0.024932456411984036,-0.008896718589226197
16.41264533996582,0.05984553149838118,-0.026110426797477097,0.3631967750509613,0.2021404092521444,0.03892850594408391,0.0077418525162240275,-0.0504289822339314,-0.02511776593760404,-0.9984117465180152,0.1421186430495968,0.02529539800954881,-0.0088244976031454
16.418314695358276,0.060792845508834605,-0.025915037571936014,0.3632395190067494,0.20101324785213026,0.038977360720213225,0.0077182324022241665,-0.04970222361668694,-0.024976680523661716,-0.9984517286266652,0.14251692087253306,0.02561940362624035,-0.008750010594657229
16.423999071121216,0.06173035915179735,-0.025719955670311954,0.36328381408560995,0.19985528534862187,0.039017521584738535,0.007717751114002313,-0.04897785745782958,-0.024829600103847545,-0.9984911919679229,0.14289678508198494,0.025934729789540242,-0.008673513957245547
16.429720640182495,0.06265510466480183,-0.025526763558247127,0.3633298479912348,0.19865082910176027,0.03904790297670869,0.0077428766038649946,-0.04825997298485809,-0.0246810063893833,-0.9985298307667668,0.14324026780028487,0.026259460290855244,-0.008594604254924067
16.435786724090576,0.0635675923608219,-0.02533490583543184,0.3633784208153539,0.19738308387443337,0.039063769621307066,0.0077963401342194165,-0.047548843993467683,-0.024530707576834666,-0.9985676500972104,0.14352248946425944,0.02659641325905384,-0.008512200085813854
16.4415123462677,0.0644717577772595,-0.025142218940157817,0.36342887329928486,0.19604220739675354,0.039063526843463356,0.007880951761939262,-0.04684358279434433,-0.024372162688753796,-0.9986048650176217,0.14372072859166815,0.02695028250743126,-0.008425423621970395
16.44721221923828,0.0653684121494072,-0.02494840097796082,0.3634794309676838,0.19463212975832508,0.03905200193583869,0.007995729427281767,-0.04614267172628673,-0.024205662668459863,-0.9986415471733293,0.1438219986884846,0.027338843819907848,-0.008334230683836185
16.452919721603394,0.06625748876596607,-0.024754071933997226,0.363530139812061,0.19316361977609545,0.03903569118971291,0.00813460388762912,-0.04544426895029878,-0.02403363456090298,-0.99867772721202,0.14382444061103253,0.027779478364365076,-0.008239115029130899
